customer_id,signup_date,zone,area,home_lat,home_lng,vehicle_size,is_subscriber,total_bookings,avg_rating,complaints,days_since_last_booking,churned
U01281,2024-10-24,west,Palam Vihar,28.50212,77.05687,hatchback,1,31,3.16,5,23,0
U01282,2025-05-26,west,Palam Vihar,28.49538,77.05138,hatchback,0,6,4.0,0,132,
U01283,2024-01-18,north,Udyog Vihar,28.5094,77.10363,sedan,0,7,4.0,0,68,
U01284,2025-11-08,south,Sohna Road,28.40331,77.06103,hatchback,1,37,3.95,0,18,0
U01285,2024-06-28,east,Sector 56,28.43485,77.09813,hatchback,0,12,3.67,0,31,
U01286,2024-04-23,north,Udyog Vihar,28.48016,77.08917,sedan,1,26,4.08,0,14,1
U01287,2024-07-24,north,DLF Phase 3,28.49232,77.10823,hatchback,1,19,3.58,0,44,0
U01288,2025-05-27,north,Cyber Hub,28.48038,77.08931,sedan,1,21,3.71,0,33,0
U01289,2025-04-24,north,DLF Phase 3,28.50404,77.0854,sedan,0,8,4.12,0,230,
U01290,2024-11-19,north,Cyber Hub,28.51735,77.10733,suv,0,7,3.14,1,96,
U01291,2024-07-08,north,Cyber Hub,28.50031,77.09025,hatchback,0,7,3.86,0,42,
U01292,2024-06-29,west,Palam Vihar,28.52476,77.00734,sedan,0,7,4.29,0,66,
U01293,2025-04-04,north,Cyber Hub,28.50847,77.09661,hatchback,0,6,4.17,0,4,
U01294,2024-02-27,north,Golf Course Road,28.42212,77.07736,suv,0,6,4.0,0,126,
U01295,2024-03-21,west,Palam Vihar,28.53314,77.04508,hatchback,0,4,4.0,0,236,
U01296,2025-06-04,north,Udyog Vihar,28.49665,77.08931,hatchback,1,24,4.5,0,5,0
U01297,2025-03-20,south,Manesar,28.34369,76.93367,hatchback,0,7,3.0,1,109,
U01298,2025-01-17,north,Cyber Hub,28.4912,77.08121,hatchback,1,21,3.95,0,5,1
U01299,2025-11-26,north,DLF Phase 3,28.49458,77.10904,suv,0,8,3.62,0,154,
U01300,2024-12-01,north,Udyog Vihar,28.52677,77.06656,hatchback,0,12,3.33,1,22,
U01301,2024-10-26,north,DLF Phase 3,28.50849,77.11263,suv,1,27,3.52,1,19,0
U01302,2024-09-18,west,New Gurgaon,28.42649,76.96599,suv,0,9,3.44,0,25,
U01303,2024-07-29,east,Sector 56,28.41282,77.08931,hatchback,0,11,4.64,0,71,
U01304,2024-02-13,north,Golf Course Road,28.45137,77.11757,suv,0,11,4.55,0,54,
U01305,2025-10-15,west,Palam Vihar,28.51498,77.03318,sedan,1,29,3.72,1,39,0
U01306,2024-08-10,north,Golf Course Road,28.44682,77.09472,hatchback,0,2,4.0,0,6,
U01307,2024-08-06,west,New Gurgaon,28.42478,76.97046,hatchback,1,14,3.93,0,180,1
U01308,2025-01-31,west,Palam Vihar,28.49916,77.03533,sedan,1,37,3.57,2,24,0
U01309,2024-05-29,south,Sohna Road,28.40943,77.03736,suv,1,17,3.71,0,28,0
U01310,2024-02-20,north,Golf Course Road,28.44918,77.10106,sedan,0,12,4.17,0,6,
U01311,2024-04-21,west,Sector 14,28.46515,77.04178,sedan,0,6,3.67,0,93,
U01312,2025-03-02,east,Sector 56,28.4208,77.10776,suv,0,5,3.8,0,131,
U01313,2025-07-15,north,Cyber Hub,28.5057,77.08522,sedan,0,7,4.29,0,209,
U01314,2025-03-20,north,Golf Course Road,28.44111,77.11684,sedan,0,8,4.25,0,22,
U01315,2024-10-10,south,Sohna Road,28.40825,77.03354,hatchback,1,29,3.93,1,32,0
U01316,2025-08-15,north,Golf Course Road,28.45458,77.08738,suv,1,29,4.24,0,4,0
U01317,2024-11-27,north,DLF Phase 3,28.49543,77.1145,suv,0,7,4.14,0,65,
U01318,2024-07-09,north,Cyber Hub,28.47216,77.07845,suv,1,32,4.06,0,2,0
U01319,2024-05-03,north,Golf Course Road,28.45807,77.09896,suv,0,9,4.22,0,22,
U01320,2024-05-28,north,Golf Course Road,28.44508,77.13323,sedan,0,4,4.5,0,10,
U01321,2024-12-21,north,DLF Phase 3,28.48556,77.09825,hatchback,0,9,3.56,0,115,
U01322,2025-03-22,north,DLF Phase 3,28.49688,77.10006,hatchback,0,13,4.08,0,33,
U01323,2024-11-25,west,Palam Vihar,28.51617,77.0501,suv,0,10,4.1,0,67,
U01324,2025-05-11,north,Golf Course Road,28.4498,77.09874,hatchback,1,26,3.58,0,40,0
U01325,2024-11-02,north,Cyber Hub,28.4697,77.09128,sedan,1,34,4.03,0,4,0
U01326,2024-05-18,west,Palam Vihar,28.50388,77.03174,suv,0,12,4.17,0,32,
U01327,2025-09-16,west,Palam Vihar,28.51216,77.04137,hatchback,0,9,3.33,0,6,
U01328,2024-09-06,north,Cyber Hub,28.49985,77.07817,suv,0,6,4.67,0,94,
U01329,2025-08-25,south,Manesar,28.35271,76.91978,suv,0,8,4.12,0,115,
U01330,2025-08-23,north,Udyog Vihar,28.47685,77.07856,sedan,0,9,3.78,0,71,
U01331,2024-01-23,north,DLF Phase 3,28.50751,77.10492,suv,1,34,3.76,0,0,0
U01332,2025-05-30,north,Cyber Hub,28.49976,77.07819,hatchback,0,3,4.33,0,14,
U01333,2025-10-04,north,Udyog Vihar,28.5065,77.09056,sedan,1,22,3.18,2,60,0
U01334,2024-02-05,north,Golf Course Road,28.44588,77.10777,hatchback,0,9,3.56,0,45,
U01335,2025-06-28,south,Sohna Road,28.42492,77.04192,sedan,0,7,3.0,0,43,
U01336,2025-01-17,west,Palam Vihar,28.52524,77.03275,suv,0,8,3.38,0,91,
U01337,2024-06-11,south,Sohna Road,28.40855,77.0375,hatchback,1,22,3.27,0,17,0
U01338,2024-08-16,north,Cyber Hub,28.50407,77.08046,sedan,1,26,3.58,0,17,0
U01339,2024-04-10,north,Udyog Vihar,28.48784,77.082,suv,0,7,3.86,0,18,
U01340,2025-03-14,east,Sector 56,28.44534,77.11155,hatchback,0,5,4.8,0,157,
U01341,2025-08-02,west,Sector 14,28.46043,77.03244,hatchback,0,6,4.5,0,80,
U01342,2024-01-24,north,DLF Phase 3,28.49704,77.09541,sedan,0,5,3.6,0,187,
U01343,2025-02-05,south,Sohna Road,28.38803,77.05045,hatchback,0,10,3.9,0,75,
U01344,2025-11-28,north,DLF Phase 3,28.494,77.08995,suv,0,10,3.8,0,55,
U01345,2024-06-24,south,Sohna Road,28.43242,77.03677,suv,1,29,3.38,2,6,0
U01346,2025-04-19,west,New Gurgaon,28.42528,76.99289,hatchback,0,14,3.57,0,4,
U01347,2025-09-28,north,Cyber Hub,28.48221,77.09033,sedan,0,8,4.12,0,103,
U01348,2025-06-08,west,Sector 14,28.47498,77.03223,sedan,0,4,3.25,1,54,
U01349,2024-08-30,north,Udyog Vihar,28.49921,77.08933,hatchback,1,34,4.53,0,50,0
U01350,2024-08-24,north,Golf Course Road,28.43603,77.08424,sedan,1,22,3.23,1,32,0
U01351,2025-04-14,west,New Gurgaon,28.42603,76.98432,hatchback,0,7,3.43,0,39,
U01352,2024-08-27,south,Manesar,28.37494,76.95012,hatchback,0,10,4.2,0,32,
U01353,2025-10-24,east,Sector 56,28.39011,77.09472,sedan,0,7,3.71,0,4,
U01354,2025-02-23,north,Udyog Vihar,28.50434,77.0888,sedan,1,29,4.66,0,2,0
U01355,2024-01-19,north,Udyog Vihar,28.5152,77.11478,sedan,0,7,2.86,3,51,
U01356,2025-06-18,west,Sector 14,28.4802,77.03473,sedan,0,7,3.29,0,10,
U01357,2024-02-05,north,Golf Course Road,28.42285,77.10182,suv,0,10,4.0,0,71,
U01358,2024-07-13,north,Golf Course Road,28.4407,77.09487,suv,0,7,3.43,0,7,
U01359,2025-06-17,north,Cyber Hub,28.48235,77.08066,suv,1,28,4.0,0,5,1
U01360,2025-06-14,north,DLF Phase 3,28.50544,77.07799,suv,1,35,4.0,0,41,0
U01361,2024-10-16,south,Sohna Road,28.40712,77.04773,sedan,0,6,3.67,0,15,
U01362,2024-08-02,east,Sector 56,28.4078,77.09141,sedan,0,10,3.6,0,148,
U01363,2025-07-03,west,Palam Vihar,28.52056,77.03083,suv,1,20,3.15,2,31,1
U01364,2025-10-12,north,Udyog Vihar,28.50919,77.07269,suv,1,32,3.09,6,3,1
U01365,2024-08-13,south,Sohna Road,28.41196,77.04626,suv,0,7,4.57,0,57,
U01366,2025-08-11,north,DLF Phase 3,28.49314,77.09642,hatchback,0,4,3.75,0,270,
U01367,2024-04-01,north,Golf Course Road,28.45964,77.10288,hatchback,1,21,4.29,0,66,0
U01368,2024-01-21,north,DLF Phase 3,28.50794,77.09506,sedan,0,9,3.33,1,36,
U01369,2025-10-17,west,Sector 14,28.45128,77.01275,sedan,0,6,4.0,0,58,
U01370,2024-02-09,west,New Gurgaon,28.42882,76.99115,hatchback,0,7,4.14,0,12,
U01371,2025-10-25,north,Udyog Vihar,28.50925,77.09321,sedan,0,9,4.22,0,34,
U01372,2025-01-12,north,Cyber Hub,28.49312,77.10194,hatchback,1,30,4.23,0,37,0
U01373,2024-01-16,north,Golf Course Road,28.45419,77.12936,suv,0,11,3.82,0,49,
U01374,2024-08-16,north,Cyber Hub,28.49424,77.08514,sedan,0,6,3.5,1,10,
U01375,2024-03-17,south,Manesar,28.32914,76.94083,suv,1,28,3.75,0,26,1
U01376,2024-11-18,north,Udyog Vihar,28.48357,77.08399,hatchback,1,26,3.96,0,19,1
U01377,2025-08-09,south,Sohna Road,28.42323,77.05775,hatchback,0,4,3.0,0,229,
U01378,2025-10-10,west,Palam Vihar,28.50647,77.07359,sedan,0,11,3.91,0,114,
U01379,2024-03-09,west,Sector 14,28.4755,77.00746,suv,0,14,4.5,0,92,
U01380,2024-06-24,north,Cyber Hub,28.48679,77.08119,hatchback,0,12,4.33,0,16,
U01381,2025-05-06,north,Cyber Hub,28.49069,77.07418,sedan,1,36,4.14,0,32,0
U01382,2024-06-05,west,Palam Vihar,28.50183,77.02873,sedan,0,9,3.89,0,53,
U01383,2024-11-11,north,Cyber Hub,28.49591,77.0983,hatchback,0,8,4.62,0,25,
U01384,2025-11-22,north,Golf Course Road,28.43866,77.08557,hatchback,1,26,4.12,0,0,0
U01385,2024-10-01,north,Cyber Hub,28.49977,77.1075,suv,0,7,4.71,0,67,
U01386,2024-11-08,west,Palam Vihar,28.50551,77.02941,hatchback,0,8,3.75,0,1,
U01387,2024-03-06,west,Palam Vihar,28.52709,77.03071,suv,1,30,3.1,4,32,1
U01388,2025-06-20,north,Udyog Vihar,28.5212,77.09064,hatchback,0,6,4.33,0,23,
U01389,2024-08-17,north,DLF Phase 3,28.48952,77.11895,sedan,0,9,4.67,0,32,
U01390,2025-06-28,east,Sector 56,28.43044,77.09059,suv,0,7,3.43,1,140,
U01391,2024-02-27,north,Golf Course Road,28.41371,77.09751,sedan,0,10,4.0,0,102,
U01392,2025-01-10,north,Cyber Hub,28.50215,77.08086,sedan,0,11,3.36,1,139,
U01393,2025-11-18,north,Cyber Hub,28.49078,77.08092,hatchback,0,6,3.83,0,132,
U01394,2024-12-10,north,Udyog Vihar,28.50262,77.07823,sedan,0,10,4.6,0,181,
U01395,2025-11-26,north,Golf Course Road,28.43005,77.10115,hatchback,1,31,3.45,1,24,0
U01396,2025-02-05,north,Cyber Hub,28.50835,77.1004,suv,1,21,3.62,0,11,1
U01397,2024-05-03,south,Manesar,28.35469,76.9226,suv,1,30,3.3,4,0,0
U01398,2024-10-10,west,Palam Vihar,28.51452,77.03971,sedan,1,30,3.37,1,85,0
U01399,2024-04-16,north,Cyber Hub,28.50244,77.09269,sedan,1,36,3.25,3,14,0
U01400,2024-05-26,north,Golf Course Road,28.45463,77.07965,sedan,0,5,4.6,0,18,
U01401,2025-09-02,west,Sector 14,28.4392,77.01655,sedan,0,9,3.44,0,131,
U01402,2025-08-11,south,Manesar,28.35695,76.92675,hatchback,0,6,3.17,0,17,
U01403,2024-01-16,east,Sector 56,28.4204,77.11328,suv,0,6,4.5,0,131,
U01404,2025-04-03,north,Cyber Hub,28.49684,77.05763,hatchback,0,9,4.0,0,11,
U01405,2024-03-11,north,Golf Course Road,28.46419,77.10224,hatchback,0,4,3.5,0,83,
U01406,2025-05-04,west,New Gurgaon,28.4329,76.97038,hatchback,0,6,3.5,0,15,
U01407,2025-06-16,north,Golf Course Road,28.44276,77.11945,sedan,1,36,4.44,0,25,0
U01408,2024-06-03,south,Manesar,28.35122,76.93321,suv,1,29,2.86,7,17,0
U01409,2024-04-09,north,DLF Phase 3,28.50295,77.06918,suv,0,10,3.6,0,67,
U01410,2024-10-03,west,Sector 14,28.46278,77.02355,hatchback,0,11,3.64,0,1,
U01411,2025-06-04,east,Sector 56,28.38918,77.10188,suv,0,9,4.11,0,2,
U01412,2025-06-30,west,Palam Vihar,28.51873,77.03167,hatchback,0,5,4.4,0,4,
U01413,2025-01-30,north,Golf Course Road,28.44592,77.11982,hatchback,1,35,4.4,0,19,0
U01414,2025-06-20,north,Golf Course Road,28.45563,77.07225,sedan,0,8,4.5,0,215,
U01415,2025-02-26,south,Manesar,28.37815,76.93036,sedan,1,31,3.45,1,12,0
U01416,2025-07-18,west,Palam Vihar,28.52305,77.04659,suv,0,9,4.44,0,32,
U01417,2025-09-12,north,Cyber Hub,28.48009,77.08567,suv,1,35,3.54,0,3,0
U01418,2025-02-07,west,New Gurgaon,28.43695,77.00308,suv,0,15,4.07,0,40,
U01419,2024-07-30,north,Cyber Hub,28.482,77.07805,suv,1,28,3.71,0,3,0
U01420,2024-04-12,west,Sector 14,28.45658,77.02652,suv,0,9,4.33,0,110,
U01421,2025-04-18,east,Sector 56,28.4365,77.07867,sedan,0,12,3.33,0,33,
U01422,2024-09-03,north,Golf Course Road,28.44542,77.09794,sedan,1,28,4.5,0,11,0
U01423,2025-04-14,north,DLF Phase 3,28.4985,77.07993,suv,0,8,3.75,0,4,
U01424,2025-07-23,north,DLF Phase 3,28.52537,77.11198,suv,1,24,3.38,0,9,0
U01425,2024-03-18,north,Udyog Vihar,28.49802,77.10275,suv,0,7,3.86,0,59,
U01426,2024-08-07,south,Sohna Road,28.43067,77.00828,suv,0,11,2.73,4,45,
U01427,2025-08-27,north,Cyber Hub,28.48385,77.07439,sedan,1,25,3.32,0,66,1
U01428,2025-09-07,north,Cyber Hub,28.49594,77.0987,suv,0,7,3.71,0,17,
U01429,2024-04-17,south,Sohna Road,28.39569,77.0169,suv,0,4,4.75,0,268,
U01430,2025-02-12,west,Sector 14,28.48344,77.02326,hatchback,0,9,4.22,0,157,
U01431,2025-07-16,north,Golf Course Road,28.42473,77.08364,hatchback,0,2,4.5,0,20,
U01432,2025-10-24,north,Golf Course Road,28.43279,77.10313,sedan,0,13,3.77,0,18,
U01433,2024-11-21,south,Manesar,28.34773,76.95,hatchback,0,10,3.0,2,39,
U01434,2024-01-23,east,Sector 56,28.41361,77.10817,sedan,1,29,3.28,1,23,0
U01435,2025-11-01,north,Cyber Hub,28.51023,77.08743,sedan,1,27,4.63,0,24,1
U01436,2024-01-20,north,Cyber Hub,28.49711,77.07432,suv,0,9,4.0,0,13,
U01437,2025-01-31,west,Sector 14,28.45459,77.02468,hatchback,0,9,4.22,0,20,
U01438,2025-11-22,south,Manesar,28.3479,76.9424,suv,1,24,4.21,0,5,0
U01439,2024-03-29,west,Palam Vihar,28.5232,77.03894,hatchback,0,3,3.67,0,387,
U01440,2024-10-11,south,Manesar,28.34373,76.93951,hatchback,1,29,3.0,4,31,0
U01441,2024-08-07,west,Palam Vihar,28.49712,77.02213,suv,1,28,4.46,0,10,0
U01442,2024-06-13,west,Palam Vihar,28.51976,77.02922,hatchback,0,6,3.67,0,17,
U01443,2025-10-08,south,Manesar,28.36669,76.94405,sedan,0,5,4.6,0,18,
U01444,2024-05-01,north,Udyog Vihar,28.52083,77.07776,hatchback,1,18,3.28,0,0,0
U01445,2024-09-21,west,New Gurgaon,28.42291,77.01857,sedan,0,9,4.0,0,25,
U01446,2025-04-08,north,Udyog Vihar,28.50148,77.08204,sedan,0,10,4.3,0,163,
U01447,2025-10-13,north,Cyber Hub,28.4865,77.08222,hatchback,0,9,4.33,0,117,
U01448,2024-02-05,south,Manesar,28.36175,76.93403,suv,1,28,3.04,5,18,1
U01449,2025-01-25,west,Sector 14,28.47292,77.0106,sedan,0,5,4.0,0,181,
U01450,2025-10-19,north,Golf Course Road,28.4361,77.11102,suv,1,34,4.5,0,51,1
U01451,2025-05-08,north,Cyber Hub,28.49187,77.11672,hatchback,0,6,4.33,0,92,
U01452,2025-08-23,south,Sohna Road,28.40089,77.04944,sedan,0,11,3.82,0,150,
U01453,2025-11-23,west,New Gurgaon,28.41987,76.98938,hatchback,0,8,3.25,1,76,
U01454,2025-08-04,south,Sohna Road,28.41808,77.03993,sedan,1,28,4.11,0,6,0
U01455,2024-06-15,north,Cyber Hub,28.49732,77.05917,sedan,0,10,4.2,0,24,
U01456,2024-08-05,south,Sohna Road,28.40906,77.00818,hatchback,1,31,3.71,1,0,0
U01457,2024-10-08,north,Udyog Vihar,28.47022,77.1129,suv,1,29,4.03,0,4,0
U01458,2025-03-26,north,Cyber Hub,28.49597,77.11104,suv,1,18,3.83,1,37,1
U01459,2025-10-07,north,Udyog Vihar,28.51417,77.10848,sedan,0,14,4.43,0,47,
U01460,2025-03-10,west,Sector 14,28.47212,77.01554,hatchback,1,37,4.35,0,8,1
U01461,2025-08-17,east,Sector 56,28.42329,77.11064,sedan,0,10,3.2,1,29,
U01462,2025-11-20,east,Sector 56,28.43267,77.1014,suv,0,7,4.0,0,68,
U01463,2025-01-21,south,Sohna Road,28.4156,77.04132,sedan,1,28,4.39,0,0,0
U01464,2025-01-18,south,Sohna Road,28.3968,77.02691,hatchback,0,11,3.55,0,3,
U01465,2024-07-13,north,Cyber Hub,28.49193,77.08841,suv,1,30,3.43,1,9,1
U01466,2025-11-04,east,Sector 56,28.42385,77.11573,hatchback,0,3,4.33,0,133,
U01467,2024-01-27,west,Sector 14,28.47606,77.0274,sedan,0,7,4.14,0,45,
U01468,2024-02-25,south,Sohna Road,28.4006,77.01769,sedan,0,9,4.33,0,3,
U01469,2025-09-27,north,Cyber Hub,28.49833,77.08254,hatchback,0,7,3.0,2,101,
U01470,2025-08-25,north,Golf Course Road,28.41821,77.11697,sedan,0,6,3.5,0,72,
U01471,2025-07-30,north,Golf Course Road,28.43143,77.10067,sedan,0,9,4.22,0,24,
U01472,2024-08-07,west,Palam Vihar,28.50486,77.02029,sedan,0,11,4.18,0,88,
U01473,2025-11-06,north,Udyog Vihar,28.51138,77.07826,hatchback,1,30,3.53,1,17,0
U01474,2025-10-13,south,Sohna Road,28.40899,77.06093,suv,0,13,4.15,0,74,
U01475,2024-01-12,north,Cyber Hub,28.49178,77.11719,sedan,0,6,4.0,0,73,
U01476,2024-04-02,west,Palam Vihar,28.50632,77.04731,sedan,0,8,4.12,0,171,
U01477,2024-01-24,north,Golf Course Road,28.4229,77.10931,hatchback,0,4,3.0,0,288,
U01478,2024-09-25,south,Sohna Road,28.40998,77.04146,suv,0,11,4.82,0,8,
U01479,2024-11-23,south,Sohna Road,28.41418,77.02378,suv,0,3,4.67,0,213,
U01480,2024-08-23,north,Cyber Hub,28.50568,77.0941,sedan,0,7,3.29,1,65,
U01481,2025-07-13,north,Cyber Hub,28.50425,77.09604,hatchback,0,12,4.17,0,53,
U01482,2024-09-02,north,DLF Phase 3,28.48431,77.10465,suv,0,8,3.62,0,255,
U01483,2025-05-12,east,Sector 56,28.41156,77.09228,suv,1,24,3.54,0,19,1
U01484,2024-01-09,south,Manesar,28.36283,76.9621,sedan,0,7,3.86,0,81,
U01485,2024-09-14,west,Palam Vihar,28.51568,77.0256,suv,0,12,4.58,0,7,
U01486,2025-11-09,north,Udyog Vihar,28.49816,77.09109,sedan,1,40,4.3,0,1,1
U01487,2024-01-28,south,Manesar,28.35525,76.95591,hatchback,0,9,3.33,1,27,
U01488,2024-10-08,north,DLF Phase 3,28.48986,77.08218,hatchback,0,12,3.25,1,25,
U01489,2025-10-31,north,Udyog Vihar,28.50316,77.09005,hatchback,0,8,4.12,0,0,
U01490,2025-10-04,west,New Gurgaon,28.44654,76.96291,sedan,0,14,2.93,1,36,
U01491,2025-06-10,north,Cyber Hub,28.47231,77.08271,suv,0,8,4.12,0,76,
U01492,2024-01-26,north,Golf Course Road,28.43947,77.10097,sedan,0,8,3.0,1,44,
U01493,2025-08-29,east,Sector 56,28.42921,77.09258,sedan,1,28,4.43,0,11,0
U01494,2025-03-29,west,New Gurgaon,28.4193,76.9703,hatchback,0,7,3.14,0,94,
U01495,2025-03-03,north,DLF Phase 3,28.50323,77.10062,suv,0,5,3.2,1,13,
U01496,2024-01-23,north,Cyber Hub,28.50319,77.08002,sedan,0,8,4.12,0,9,
U01497,2024-03-08,west,New Gurgaon,28.41507,76.97745,hatchback,0,5,3.4,0,67,
U01498,2025-05-22,north,DLF Phase 3,28.49761,77.09707,hatchback,1,24,4.25,0,2,1
U01499,2025-05-01,west,Palam Vihar,28.49731,77.03738,sedan,0,6,3.67,0,28,
U01500,2025-05-28,north,Golf Course Road,28.45496,77.11052,suv,1,32,3.94,0,3,0
U01501,2024-03-20,east,Sector 56,28.39886,77.09774,sedan,0,2,4.5,0,116,
U01502,2024-12-25,south,Sohna Road,28.40388,77.04446,suv,0,12,3.75,0,23,
U01503,2025-01-22,north,Udyog Vihar,28.50066,77.08513,sedan,1,29,4.07,0,11,1
U01504,2024-10-19,west,Sector 14,28.48838,77.04672,hatchback,1,33,3.0,4,38,0
U01505,2024-02-12,west,Sector 14,28.46829,77.01299,hatchback,0,6,2.83,1,6,
U01506,2024-10-11,west,New Gurgaon,28.43541,76.98694,sedan,0,8,3.88,0,113,
U01507,2024-11-28,north,Cyber Hub,28.49645,77.09365,suv,0,9,3.33,0,162,
U01508,2025-07-07,east,Sector 56,28.42721,77.09662,hatchback,1,25,3.6,0,15,0
U01509,2024-03-22,west,New Gurgaon,28.4124,76.9679,suv,0,7,4.14,0,20,
U01510,2024-07-10,south,Sohna Road,28.40875,77.0208,sedan,1,36,3.28,2,1,1
U01511,2024-01-17,south,Sohna Road,28.39567,77.0269,sedan,0,10,4.8,0,74,
U01512,2024-12-16,north,Cyber Hub,28.51529,77.08548,hatchback,1,34,3.71,1,36,1
U01513,2024-07-05,north,Golf Course Road,28.43665,77.10373,sedan,0,6,3.17,0,184,
U01514,2025-10-09,south,Manesar,28.35633,76.95219,suv,0,4,3.5,0,95,
U01515,2025-02-18,east,Sector 56,28.4311,77.09897,hatchback,0,7,3.29,0,8,
U01516,2024-02-08,west,Palam Vihar,28.51882,77.04791,hatchback,1,28,4.25,0,15,0
U01517,2025-10-24,west,Sector 14,28.47008,77.01086,sedan,0,7,3.71,0,58,
U01518,2025-08-01,south,Sohna Road,28.40009,77.03898,suv,0,3,4.33,0,308,
U01519,2024-12-06,north,Cyber Hub,28.50386,77.08264,suv,1,20,4.2,0,15,0
U01520,2025-10-07,south,Sohna Road,28.40166,77.04099,hatchback,1,27,3.89,0,17,1
U01521,2024-01-16,north,Udyog Vihar,28.51016,77.06882,hatchback,0,5,3.0,0,117,
U01522,2025-10-18,south,Sohna Road,28.40111,77.04191,sedan,0,12,3.83,0,6,
U01523,2024-08-22,west,Palam Vihar,28.51774,77.03705,hatchback,1,23,3.17,4,2,1
U01524,2025-05-04,east,Sector 56,28.42276,77.10374,sedan,1,28,4.29,0,6,0
U01525,2024-11-02,north,Golf Course Road,28.4395,77.11936,sedan,0,5,4.6,0,107,
U01526,2024-04-16,west,Sector 14,28.4625,77.05211,hatchback,0,11,3.64,0,115,
U01527,2025-04-15,south,Sohna Road,28.41764,77.03593,hatchback,0,6,4.17,0,154,
U01528,2025-08-10,north,DLF Phase 3,28.46526,77.09487,sedan,1,29,4.41,0,1,0
U01529,2025-03-05,north,Cyber Hub,28.48679,77.0714,sedan,0,13,3.92,0,64,
U01530,2024-06-24,north,Cyber Hub,28.49177,77.09265,sedan,1,35,4.11,0,18,0
U01531,2025-04-28,north,Udyog Vihar,28.49234,77.05161,suv,0,10,4.4,0,83,
U01532,2024-07-14,north,Cyber Hub,28.49618,77.09372,sedan,0,6,4.0,0,130,
U01533,2025-09-30,south,Sohna Road,28.40751,77.01729,sedan,1,25,4.32,0,3,1
U01534,2024-05-29,east,Sector 56,28.44322,77.08728,hatchback,0,4,4.25,0,31,
U01535,2024-04-15,east,Sector 56,28.41308,77.08579,sedan,1,28,4.0,0,11,0
U01536,2025-01-08,north,DLF Phase 3,28.5182,77.11371,sedan,0,11,4.45,0,159,
U01537,2024-02-02,north,DLF Phase 3,28.4761,77.09282,sedan,0,9,3.0,1,58,
U01538,2024-12-09,north,DLF Phase 3,28.50389,77.11397,sedan,0,11,3.36,1,39,
U01539,2024-06-10,north,Golf Course Road,28.44888,77.11734,sedan,0,4,3.5,0,272,
U01540,2025-11-20,east,Sector 56,28.41918,77.0826,hatchback,0,5,3.2,0,87,
U01541,2024-02-04,north,Golf Course Road,28.44999,77.11302,hatchback,0,15,3.6,0,17,
U01542,2024-02-02,north,Udyog Vihar,28.49438,77.09466,suv,1,28,3.39,1,4,1
U01543,2025-06-28,west,Sector 14,28.47309,77.029,sedan,0,9,4.11,0,94,
U01544,2024-12-15,west,Sector 14,28.45764,77.02792,suv,0,9,4.0,0,108,
U01545,2024-06-28,west,Palam Vihar,28.51493,77.02247,hatchback,0,3,4.0,0,87,
U01546,2025-06-16,east,Sector 56,28.41743,77.11533,sedan,1,21,4.19,0,25,0
U01547,2025-10-15,south,Manesar,28.36436,76.95312,sedan,1,34,3.88,0,5,1
U01548,2025-05-18,east,Sector 56,28.44158,77.09563,suv,1,28,4.18,0,10,0
U01549,2024-01-28,south,Manesar,28.34005,76.92656,sedan,1,37,3.7,1,10,1
U01550,2024-08-31,north,DLF Phase 3,28.5169,77.10813,sedan,0,13,4.54,0,5,
U01551,2025-10-09,south,Sohna Road,28.4145,77.02831,hatchback,0,11,3.73,0,167,
U01552,2024-01-15,west,Sector 14,28.48453,77.0367,sedan,1,32,3.78,0,24,0
U01553,2025-04-01,west,Palam Vihar,28.49061,77.05359,suv,1,23,4.26,0,9,0
U01554,2024-10-27,north,Udyog Vihar,28.48858,77.0947,hatchback,0,10,3.7,0,150,
U01555,2024-08-26,north,Cyber Hub,28.49633,77.06385,hatchback,0,8,4.38,0,113,
U01556,2024-12-20,north,DLF Phase 3,28.50442,77.09016,sedan,0,7,3.57,0,52,
U01557,2024-10-27,north,Cyber Hub,28.48972,77.08563,hatchback,0,7,3.57,0,130,
U01558,2024-07-16,north,Udyog Vihar,28.52,77.09317,hatchback,1,28,4.29,0,8,1
U01559,2024-10-02,north,Cyber Hub,28.48928,77.07668,suv,1,26,3.96,0,3,0
U01560,2024-07-05,north,Golf Course Road,28.43535,77.08922,sedan,1,28,4.5,0,5,0
U01561,2024-02-17,west,New Gurgaon,28.42236,76.98238,suv,0,4,3.75,0,249,
U01562,2025-10-23,north,Udyog Vihar,28.51572,77.06997,hatchback,0,5,4.4,0,94,
U01563,2025-02-23,north,Cyber Hub,28.49675,77.08671,sedan,0,10,4.3,0,22,
U01564,2025-08-09,west,New Gurgaon,28.4233,76.97474,hatchback,1,30,2.97,4,93,1
U01565,2024-07-07,south,Sohna Road,28.40087,77.03086,suv,0,13,4.31,0,30,
U01566,2024-02-16,west,New Gurgaon,28.41672,76.98592,sedan,0,16,2.94,4,18,
U01567,2025-07-29,east,Sector 56,28.43061,77.09981,suv,0,6,4.67,0,32,
U01568,2025-08-22,west,Palam Vihar,28.51807,77.04055,suv,0,3,3.67,0,137,
U01569,2024-09-28,north,DLF Phase 3,28.50024,77.07959,hatchback,0,6,4.0,0,39,
U01570,2025-05-09,west,New Gurgaon,28.40088,76.99287,hatchback,1,22,4.41,0,52,1
